ax,ay,az,temp,EDA,SpO2,HR,label
0.9012440107418276,-0.7587298005600239,-0.08501548814338264,26.600071718498075,0.28503236487951283,95.99993896298105,95.00067140721572,Relax
0.8799920651868647,-0.7737158383419088,-0.08126720480954845,26.67505054628213,0.2886528805660294,96.99995422223579,93.00091555529139,Relax
0.8762417218536359,-0.7762135113055563,-0.05377101962329002,26.725036431471505,0.29002180547523787,95.99993896298105,92.00001525926176,Relax
0.9037442396306468,-0.7512367816690815,-0.08251487777319833,26.7250364314715,0.2928865054782918,95.99993896298105,90.00025940733741,Relax
0.9324968718520672,-0.7212218275994983,-0.08501022370049804,26.800015259255556,0.2957617763300656,95.99993896298105,89.00038148137524,Relax
0.9399975585185247,-0.7099822992630846,-0.09251205481105103,26.800015259255556,0.29951442762557917,95.99993896298105,88.00050355541308,Relax
0.9537432859271876,-0.7024892803721423,-0.08251487777319831,26.800015259255556,0.3010154881437846,95.99993896298105,88.00050355541308,Relax
0.9524987029626205,-0.6999916074084949,-0.08501022370049804,26.800015259255556,0.3016391682182502,95.99993896298105,88.00050355541308,Relax
0.9499984740738013,-0.703738116853966,-0.08750556962779776,26.800015259255556,0.30562966360995825,96.99995422223579,88.00050355541308,Relax
0.9574991607402589,-0.6987374111134445,-0.0862578966641479,26.87503357036124,0.30714129497688347,96.99995422223579,90.00025940733741,Relax
0.9524987029626205,-0.6999916074084949,-0.08750556962779776,26.850027466659345,0.3122628711816054,96.99995422223579,92.00001525926176,Relax
0.9537488174070301,-0.6999916074084949,-0.08750556962779776,26.925045777765035,0.3145356036563531,96.99995422223579,93.00091555529139,Relax
0.9537488174070301,-0.6999916074084949,-0.08501022370049804,26.975057985168824,0.31629036454383264,95.99993896298105,94.00079348125355,Relax
0.9537488174070301,-0.6999916074084949,-0.08501022370049804,27.00006408887072,0.31704089480293535,95.99993896298105,91.00013733329959,Relax
0.9524987029626205,-0.6999916074084949,-0.08501022370049804,27.00006408887072,0.32001130329318683,95.99993896298105,88.00050355541308,Relax
0.9562490462958493,-0.697483214818394,-0.08875324259144762,27.00006408887072,0.323002853480878,95.99993896298105,87.0006256294509,Relax
0.9537488174070301,-0.6999916074084949,-0.0862578966641479,27.00006408887072,0.3260261162147283,95.99993896298105,87.0006256294509,Relax
0.9512485885182109,-0.6999916074084949,-0.08750556962779776,27.00006408887072,0.32853140736131065,95.99993896298105,85.00086977752656,Relax
0.9537488174070301,-0.6962290185233436,-0.0862578966641479,27.00006408887072,0.3307777127142588,95.99993896298105,84.00099185156438,Relax
0.9512485885182109,-0.6999916074084949,-0.08501022370049804,27.075042916654773,0.3337851191750295,95.99993896298105,83.00009155553477,Relax
0.9524987029626205,-0.6987374111134445,-0.08501022370049804,27.175014687033514,0.3355293092137894,95.0,81.00033570361042,Relax
0.9562490462958493,-0.6962290185233436,-0.08750556962779776,27.175014687033517,0.33827772988092597,95.0,81.00033570361042,Relax
0.9549989318514397,-0.6987374111134445,-0.0862578966641479,27.2000076296282,0.3394035252695801,95.0,81.00033570361042,Relax
0.9562490462958493,-0.6999916074084949,-0.08376255073684818,27.2000076296282,0.3420303811764396,95.0,81.00033570361042,Relax
0.9587492751846685,-0.6949748222282931,-0.08750556962779776,27.2000076296282,0.3450325022128504,95.0,81.00033570361042,Relax
0.9549989318514397,-0.6987374111134445,-0.0862578966641479,27.25001983703199,0.34677669225161023,95.0,82.00021362957258,Relax
0.9537488174070301,-0.697483214818394,-0.0862578966641479,27.225013733330094,0.3496466776790242,95.0,82.00021362957258,Relax
0.9587492751846685,-0.6962290185233435,-0.0862578966641479,27.275025940733887,0.35339932897453763,95.0,82.00021362957258,Relax
0.9512485885182109,-0.6999916074084949,-0.08875324259144764,27.42506256294526,0.35390672971308595,95.0,82.00021362957258,Relax
0.9562490462958493,-0.6924664296381923,-0.08501022370049803,27.375050355541468,0.3560261848813972,95.0,80.00045777764825,Relax
0.9562490462958493,-0.6937206259332427,-0.0862578966641479,27.375050355541465,0.3571519802700512,95.0,79.00057985168607,Relax
0.9549989318514397,-0.6987374111134445,-0.08376255073684818,27.400056459243363,0.36165516182466745,95.0,78.0007019257239,Relax
0.9537488174070301,-0.697483214818394,-0.0862578966641479,27.400056459243363,0.3625272568440473,95.0,77.00082399976174,Relax
0.9524987029626205,-0.697483214818394,-0.08376255073684818,27.400056459243363,0.36552409245609835,95.0,77.00082399976174,Relax
0.9537488174070301,-0.6999916074084949,-0.08376255073684817,27.400056459243363,0.3694035939362489,95.0,77.00082399976174,Relax
0.9549989318514397,-0.6937206259332428,-0.08750556962779776,27.400056459243363,0.37114778397500875,95.0,76.00094607379955,Relax
0.9537488174070301,-0.6949748222282932,-0.08750556962779776,27.400056459243363,0.3726488444932141,95.0,76.00094607379955,Relax
0.9524987029626205,-0.697483214818394,-0.0862578966641479,27.500080874050948,0.373526224936954,95.0,75.00004577776994,Relax
0.9537488174070301,-0.6912122333431419,-0.08750556962779776,27.550093081454744,0.37703046128755324,94.00006103701895,74.00016785180776,Relax
0.9537488174070301,-0.6962290185233435,-0.08501022370049804,27.550093081454744,0.3792767666405015,94.00006103701895,74.00016785180776,Relax
0.9524987029626205,-0.697483214818394,-0.0862578966641479,27.600105288858536,0.3822736022525524,94.00006103701895,74.00016785180776,Relax
0.9562490462958493,-0.6899580370480914,-0.08750556962779776,27.600105288858536,0.3847788933991347,95.0,73.00028992584559,Relax
0.9574991607402589,-0.6962290185233436,-0.08750556962779776,27.600105288858536,0.387019913327723,95.0,73.00028992584559,Relax
